vehicle_id,license_plate,carrier,model_id,image,lore
555,,PZ,SLT105,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/traminop_271.jpg,
556,,PZ,SLT105,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/traminop_269.jpg,
557,,PZ,SLT105,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/traminop_249.jpg,
558,,PZ,SLT105,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/traminop_278.jpg,
559,,PZ,SLT105,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/traminop_287.jpg,
560,,PZ,SLT100,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/tramino_67.jpg,"As is usually the case with prototype trams, this unit wears a different livery."
600,,PZ,MTMG05,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13641,"This tram is the sole prototype unit labeled as LF05. Test drives with passengers are currently being conducted."
601,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_132.jpg,
602,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_110.jpg,
603,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_134.jpg,
604,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_128.jpg,
605,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_100.jpg,
606,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_26.jpg,
607,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_30.jpg,
608,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_65.jpg,
609,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_122.jpg,
610,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_31.jpg,
611,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_41.jpg,
612,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_61.jpg,
613,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_123.jpg,
614,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_106.jpg,
615,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_51.jpg,
616,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_137.jpg,
617,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_55.jpg,
618,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_127.jpg,
619,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_83.jpg,
620,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_96.jpg,
621,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_69.jpg,
622,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_81.jpg,
623,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_135.jpg,
624,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_136.jpg,
625,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_109.jpg,
626,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_82.jpg,
627,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_112.jpg,
628,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_89.jpg,
629,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_111.jpg,
630,,PZ,MTMG02,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gammapoz_90.jpg,
655,,PZ,DUGT08,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8_187.jpg,
702,,PZ,DUGT08,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8_493.jpg,
712,,PZ,DUGT08,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8_442.jpg,
901,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_121.jpg,
903,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_223.jpg,
904,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_214.jpg,
905,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_145.jpg,
906,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_144.jpg,
907,,PZ,DUGT8Z,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gt8zr_181.jpg,
911,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_35.jpg,
912,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_65.jpg,
913,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_39.jpg,
914,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_41.jpg,
915,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_18.jpg,
916,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_22.jpg,
917,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_55.jpg,
918,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_34.jpg,
919,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_63.jpg,
920,,PZ,MTMB22,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/beta-bd_27.jpg,
921,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_31.jpg,
922,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_17.jpg,
923,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_19.jpg,
924,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_22.jpg,
925,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_81.jpg,
926,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_96.jpg,
927,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_111.jpg,
928,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_90.jpg,
929,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_64.jpg,
930,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_87.jpg,
931,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_50.jpg,
932,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_65.jpg,
933,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_37.jpg,
934,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_44.jpg,
935,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_108.jpg,
936,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_42.jpg,
937,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_74.jpg,
938,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_73.jpg,
939,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_48.jpg,
940,,PZ,MTMG03,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http://www.kmpk.cba.pl/grafika/zdjecia/gamma-bd_61.jpg,
941,,PZ,MTMG04,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=https://phototrans.pl/images/photos/original/224/1318676.jpg,
942,,PZ,MTMG04,https://translate.google.com/translate?hl=en&sl=auto&tl=en&u=https://phototrans.pl/images/photos/original/117/1321098.jpg,
1001,PO 1UX06,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13254,
1002,,PZ,,,
1003,,PZ,,,
1004,,PZ,,,
1005,,PZ,,,
1006,PO 1UX07,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12844,
1007,PO 2UX41,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12821,
1008,,PZ,,,
1009,PO 2UX47,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12932,
1010,,PZ,,,
1011,,PZ,,,
1012,PO 2UX44,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13069,
1013,,PZ,,,
1014,PO 1UX24,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12909,
1015,PO 1UG27,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12911,
1016,,PZ,,,
1017,,PZ,,,
1018,,PZ,,,
1019,PO 1UG29,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12914,
1020,,PZ,,,
1021,PO 3WA21,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12979,
1022,PO 1UG52,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12949,
1023,PO 1UG53,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13072,
1024,,PZ,,,
1025,PO 2UG32,PZ,SL412E,,
1026,,PZ,,,
1027,PO 1UG31,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13163,
1028,,PZ,,,
1029,PO 3WA01,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13035,
1030,,PZ,,,
1031,PO 3WA02,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13051,
1111,,PZ,,,
1115,,PZ,,,
1116,,PZ,,,
1117,,PZ,,,
1122,,PZ,,,
1123,,PZ,,,
1124,,PZ,,,
1125,,PZ,,,
1126,,PZ,,,
1127,,PZ,,,
1133,,PZ,,,
1134,,PZ,,,
1135,,PZ,,,
1201,,PZ,,,
1202,,PZ,,,
1203,,PZ,,,
1204,,PZ,,,
1205,PO 2UX03,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12922,
1206,PO 2UX28,PZ,SL418E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12872,
1250,WPR 9020P,PZ,MNG73E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13560,"This bus served in Poznań as a test bus in mid-2023."
1251,,PZ,,,
1252,,PZ,,,
1253,,PZ,,,
1254,,PZ,,,
1255,,PZ,,,
1256,,PZ,,,
1257,PO 911MN,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10207,
1258,PO 930MS,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10206,
1259,,PZ,,,
1260,PO 288RL,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8173,
1261,,PZ,,,
1262,PO 133RP,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10197,
1263,,PZ,,,
1264,PO 876SF,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10933,
1265,PO 436SV,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10534,
1266,,PZ,,,
1267,,PZ,,,
1268,PO 834SG,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13046,
1269,,PZ,,,
1270,PO 480SY,PZ,SL318D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10625,
1301,PY 49614,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13833,
1302,PY 49205,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13558,
1303,PY 49204,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13536,
1304,PY 49317,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13582,
1305,PY 49203,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13587,
1306,PY 52258,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13613,
1307,PY 49202,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13537,
1308,,PZ,,,
1309,PY 50799,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13573,
1310,PY 52944,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13618,
1311,PY 56687,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13637,
1312,PO 50798,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13539,
1313,PY 49318,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13715,
1314,PY 52257,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13614,
1315,PY 49613,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13583,
1316,PY 52256,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13615,
1317,,PZ,,,
1318,PY 56998,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13630,
1319,PY 56690,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13638,
1320,PY 52255,PZ,MBC345,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13746,
1321,,PZ,,,
1322,,PZ,,,
1323,,PZ,,,
1324,,PZ,,,
1325,,PZ,,,
1401,PO 642TA,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12479,
1402,,PZ,,,
1403,,PZ,,,
1404,,PZ,,,
1405,,PZ,,,
1406,,PZ,,,
1407,,PZ,,,
1408,PO 046UC,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11797,
1450,PO 289RL,PZ,SL386D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12279,
1451,,PZ,,,
1452,,PZ,,,
1453,PO 290RL,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13164,
1454,,PZ,,,
1455,PO 879SF,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10676,
1456,,PZ,,,
1457,PO 498SV,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10675,
1458,,PZ,,,
1459,,PZ,,,
1460,PO 772XK,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10622,
1461,,PZ,,,
1462,PO 775XK,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12512,
1465,,PZ,,,
1466,,PZ,,,
1467,PO 928XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9707,
1468,,PZ,,,
1469,PO 929XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=8580,
1470,PO 921XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13005,
1471,PO 932XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10674,
1472,PO 930XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12530,
1473,,PZ,,,
1474,PO 931XT,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11534,
1475,,PZ,,,
1477,PO 9F561,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12280,
1478,,PZ,,,
1479,,PZ,,,
1480,PO 2F462,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11962,
1481,,PZ,,,
1482,PO 4JU20,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13496,
1483,,PZ,,,
1484,PO 4JU91,PZ,SL412D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13589,
1485,PO 9F560,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13993,"Remarked on January 1st 2025, previously marked as 1476. "
1490,,PZ,,,
1491,PY 08746,PZ,MBS516,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13346,
1492,,PZ,,,
1493,,PZ,,,
1502,PO 1NK06,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12993,
1503,,PZ,,,
1504,PO 1NK46,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12938,
1505,,PZ,,,
1506,PO 1NU40,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12088,
1507,PO 1NK05,PZ,SL412E,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13991,"Remarked on January 1st 2025, previously marked as 1501."
# TODO 1600 is currently serving as a test bus; change the description when it gets moved elsewhere
1600,WPR 0147U,PZ,MBC53H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=14047,"Built and purchased in 2024. After conducting tests in three other Polish cities, this bus currently serves as a test bus in Poznań."
1601,PY 55145,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13699,
1602,PY 65123,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13694,
1603,PY 55053,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13650,
1604,,PZ,,,
1605,PY 65106,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13716,
1606,PY 65188,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13696,
1607,,PZ,,,
1608,PY 65116,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13697,
1609,PY 65073,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13720,
1610,PY 65177,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13718,
1611,,PZ,,,
1612,PY 65178,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13953,
1613,PY 65185,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13721,
1614,PY 65190,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13734,
1615,PY 65148,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13757,
1616,,PZ,,,
1617,PY 65135,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13767,
1618,PY 65292,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13722,
1619,PY 65300,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13723,
1620,PY 65134,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13766,
1621,PY 65294,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13724,
1622,,PZ,,,
1623,,PZ,,,
1624,PY 65138,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13761,
1625,PY 65140,PZ,SL412H,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=13765,
1626,,PZ,,,
1627,,PZ,,,
1628,,PZ,,,
1629,,PZ,,,
1630,PO 191NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2804,
1631,PO 646NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=11079,
1632,,PZ,,,
1633,PO 644NX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9822,
1634,,PZ,,,
1635,,PZ,,,
1636,PO 332PX,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2148,
1637,,PZ,,,
1638,,PZ,,,
1639,PO 881SC,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=7903,
1640,,PZ,,,
1641,PO 240SE,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=12516,
1642,PO 663SW,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=4292,
1643,PO 482SY,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=9309,
1644,,PZ,,,
1645,PO 993SW,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=7419,
1646,PO 991SW,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=10574,
1647,,PZ,,,
1648,,PZ,,,
1649,PO 725SV,PZ,SL312D,https://www.poznanskieautobusy.pl/pl/gallery/image?view=image&format=raw&type=orig&id=2851,
