stop_id
## SAN REGION
TCPET01
CECME01
CECME02
KCROL01
KCROL02
KCPET01
KCPET02
KCSZK01
KCSZK02
KCJON01
KCJON02
KZDZI01
KZDZI02
KZTJE01
KZTJE02
KZTDW01
KZTDW02
KZZDR01
KZZDR02
KZKRO01
KZKRO02
KZOSL01
KZOSL02
KZPLY01
KZPLY02
KZSZK01
KZSZK02
KZSZK04
KZZON02
KZLIP01
KZOSK01
KZOSK02

## YON REGION
# JAOGR01
# JAASF01
# JAASF02
SDKUP01
SDKUP02
SDKUP04
ZAOSL01
ZAOSL92

## GO REGION
JRMAG01
JRSKL01
JRSKL02
KDNIE01
KDNIE02
ZMKOS02

## ROKU REGION
MORON01
MORON02
MODWK01
PUMAJ01
PUMAJ02
PUPPM01
PUPPM02
PUKOS01
PUKOS02
LUSTU01
LUSTU02
LUTRA01
LUTRA02
LUTRA03
LUZAB01
LUZAB02
LUPBO01
LUPBO02
LUUNI01
LUUNI02
LUOLU01
LUOLU02
LUSTP02
# LUCME01
# LUCME02
DNDYM02
KKGRZ01
KKGRZ02
KKKRO01
KKKRO02
MOJEZ01
MOSTA01
MOSTA02

## SHICHI REGION
ROPKM01
RODWO02
SZDWO01
# SZPKM01
# KOKOM02
KOJEZ01
KOJEZ02
KOJEZ03
# KOJEZ04
KOJEZ05
KONOW01
KONOW02
KONOW04
KOMAG01
KOMAG02
KOPAK01
KOPAK02
KOLUB01
KOLUB02
KOWIR01
KOWIR02
KOMAL01
KNPET02

## POZNAŃ CITY
## Unii Lubelskiej
UNLU01
UNLU02
UNLU03
UNLU04
UNLU41
UNLU42
## Głuszyna i Starołęka
SYPN02
OZAR01
OZAR02
STAR01
STAR02
STAR04
STAR07
STAR21
STAR30
STAR41
STAR42
STMA01
STMA02
STMA41
STMA42
## Krzesiny, Pokrzywno & surroundings
SWKI02
CHRZ01
CHRZ02
OSNZ01
OSNZ02
SPKA01
SPKA02
SPKA04
# PLON01
RODA01
RODA02
LOPA01
LOPA02
POKR01
POKR02
STRA01
STRA02
SANT01
SANT02
URSZ01
URSZ02
TORW01
TORW02
TORW03
## Franowo
KRGO01
KLEN02
## Kobylepole & Antoninek
FONA01
FONA02
KOBY01
KOBY02
PRZM01
PRZM02
BROW01
BROW02
ZIEM01
ZIEM02
SWIA01
SWIA02
## Janikowo & surroundings
JANI01
JANI02
PRZA01
PRZA02
JANZ01
JANZ02
## Malta, Warszawska & surroundings
# ZOO02
# TORM01
# TORM02
# CZEK01
# CZEK02
MILO01
MILO02
MILO41
MILO42
KRAN42
TEMA01
TERM03
TERM04
TERM42
## Zawady, Komandoria, Główna, Gdyńska, Bałtycka & surroundings
KATE01
KATE02
KATE41
KATE42
ZAWA01
ZAWA03
KORO01
KORO02
HLDA01
HLDA02
STUD01
STUD02
RWSC01
RWSC02
GLOW01
GLOW02
GLOW03
BALA01
BALA02
BALA03
CMEN01
CMEN02
GDYN02
GDYN01
CZEA01
CZEA02
KAIN01
KAIN02
## Old Market Square & surroundings
MAGA01
MAGA04
GRLA02
WIEL01
MOST01
AWF02
AWF04
AWF05
AWF42
LAKO41
LAKO42
WIER41
WIER42
NIEZ02
ZAME01
ZAME02
ZAME71
ZAME72
FRRY41
URWO01
# LIBE01
NOGO01
NOGO02
WIKA01
WIKA02
WIKA41
WIKA42
POZN41
POZN42
URMA01
URMA02
## Wilda
BIEL01
BIEL02
DRDE01
DRDE02
HEWI01
HEWI02
HEWI03
HEWI04
HEWI41
HEWI42
KRZA01
KRZA02
TOKA04
IPNZ01
IPNZ02
ROLN01
ROLN02
ROLN03
ROLN04
ROLN41
ROLN42
TRAU01
TRAU02
TRAU41
TRAU42
TRAU43
TRAU44
HCP41
HCP42
WSPO41
WSPO42
NIED01
NIED02
## Dębiec
DEEC01
DEEC02
DEEC09
DEEC41
DEEC42
CIES01
BEDZ01
BEDZ02
## Górczyn, Fabianowo, Kotowo & surroundings
KOLE01
KOLE02
KRAU71
KRAU72
SIEL71
SIEL72
# GLHE45
# GLHE46
BOJA02
OSIA02
KMNZ02
KOWI02
# SYCH01
SYCH02
## Junikowo, Osiedle Kwiatowe
KWIA01
MALW01
MALW02
## Grunwald
SZYL02
MATE02
MATE42
MATE71
KONZ02
RONJ01
RONJ41
RONJ42
RONJ73
RONJ74
OSTR01
STMI04
WEGO02
ROSK02
ROSK41
ROSK42
OSKO01
TREB01
TREB02
TECZ01
TECZ02
PROM01
PROM02
ARCI41
ARCI42
## Jeżyce
JEZY01
JEZY02
PONA71
PONA72
# ZERO03
ZERO71
ZERO72
# ZERO92
## Golęcin, Sołacz
NIES02
## Podolany
STLI02
STNZ02
STKA02
## Winiary, Winogrady
LUSZ02
TROJ02
KORA02
OSSL02
URBA02
PRNZ02
PRNZ04
UMUL03
WIGR01
WIGR02
ROSO01
ROSO03
ROSO04
OPRZ01
OPRZ02
OKOS01
OKOS02
## Piątkowo, Morasko
OSBA03
# UAMF92
OJLY01
WRTV01
OSZY01
